PWL_ID,WIN,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Length
0602-0054,SR- 44-14-38,Hunts Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0054.pdf,31081.54237
1203-0034,H-240-180- 55,"Mill Creek, Upper, and tribs","stream and tribs, above Herkimer water supply dam",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0034.pdf,13126.80734
1203-0035,H-240-180- 59- 2,"Cincinnati Creek, Upper, and minor tribs","stream and selected tribs, above Barneveld",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0035.pdf,71451.20355
1202-0067,H-240- 82-145,"Stony Grove Creek, Upper, and tribs","stream and tribs, above/including trib -1",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0067.pdf,7751.757058
0703-0097,Ont  66-11-P26-33-13,Clockville Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0097.pdf,31111.61354
0703-0098,Ont  66-11-P26-35 thru 43,"Minor Tribs to Oneida Lake, Southwest",total length of selected tribs to Oneida Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0098.pdf,84970.27046
0703-0099,Ont  66-11-P26-37,"Chittenango Creek, Upper, and tribs","stream and tribs, above Cazenovia",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0099.pdf,96493.79337
0404-0027,Ont 117- 66-31,Slader Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0027.pdf,61293.66416
0602-0169,SR- 44-14-27-48,Upper Perkins Pond Outlet and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0169.pdf,2853.783108
0603-0002,SR (portion 4),"Susquehanna River, Lower, Main Stem",from Ross Corners to Binghamton,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0002.html,26266.23868
0905-0126,SL-25- 50,Vrooman Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0126.pdf,64606.05777
0202-0022,Pa-63-13- 4-P122-22,"Dewittville Creek, and tribs",entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0022.html,48923.65981
0202-0023,Pa-63-13- 4-P122- 8,Goose Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0023.html,98447.45216
0202-0024,Pa-63-13- 4-P122-15,Prendergast Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0024.pdf,85958.44172
0202-0025,Pa-63-13- 4-P122-23 thru 26,"Minor Tribs to Chautauqua Lake, N.Ellery",total length of selected/smaller tribs to Chautauqua Lk,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0025.pdf,13547.72269
0402-0071,Ont 117- 27-47,Mill Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0071.pdf,43754.90009
0402-0075,Ont 117- 40-1,Little Conesus Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0075.pdf,42193.92163
0705-0065,Ont  66-12-P296- 75-16,"Enfield Creek, Lower, and tribs","stream and tribs, from mouth to state park boundary",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0065.html,25734.09044
1501-0010,NJ- 1- 4,"Nauraushaun Brook, Lower, and tribs","stream and tribs, from mouth to Nauraushaun",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0010.html,622.03451
1501-0011,NJ-11,"Mahwah River, Lower, and tribs","stream and tribs, from state line to Monfebello",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0011.pdf,21572.36799
1501-0012,NJ-12,"Ramapo River, Lower, and minor tribs","stream and select tribs, from state line to Tuxedo Park",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0012.html,55796.21007
1501-0014,NJ- 2 thru 4,Minor Tribs to New Jersey,"total length of selected tribs, Pearl River",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0014.pdf,6557.513615
0601-0022,SR-195,"Cherry Valley Creek, Lower and tribs",stream and tribs from mouth to near Roseboom,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0022.html,146219.2866
0601-0027,SR-P404-10,Cripple Creek and tribs,stream and tribs from mouth/Otsego Lake to Weaver Lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0027.pdf,13141.29611
0601-0028,SR- 45 thru 78 (selected),Minor Tribs to Susquehanna River,total length of selected tribs fr Binghamton to Pa line,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0028.html,165540.8453
0601-0031,SR- 53,Park Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0031.html,44256.73384
0601-0034,SR-204-P392- 5,Ocquionis Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0034.pdf,66894.02017
0601-0035,SR-146-69,North Winfield Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0035.html,40404.17686
0201-0067,Pa-53-63- 6,Wolf Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0067.pdf,29029.4353
1701-0019,(MW7.8)  AO-GSB-194,"Champlin Creek, Upper, and tribs",stream and tribs above P910 (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0019.html,3460.450045
1701-0043,(MW1.3)  SI- 8 (portion 3),"Richmond Creek, Upper, and tribs",stream and tribs abv Richmond Hill culvert (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0043.html,12235.83387
1701-0352,(MW6.3e) GB-SIS-SHB-132,Ligonee Brook and tribs,stream and tribs above Kiln Road (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0352.pdf,2301.441566
1701-0233,(MW6.1b) GB-SIS- 79,"SI Sound Trib/Moores Drain, Upper, tribs",stream and tribs above tidal waters (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0233.pdf,4125.967596
1701-0099,(MW7.5)  AO-GSB-185,"Patchogue River, Upper, and tribs",stream and tribs above LIRR (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0099.html,3122.869507
1702-0106,(MW2.4)  ER-3,"Bronx River, Middle, and tribs",stream and tribs fr E.Tremont Ave to Bronx-Westchester,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0106.html,8906.370471
1702-0107,(MW2.4)  ER-3,"Bronx River, Upper, and tribs",stream and tribs above Bronx-Westchester Co. line,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0107.html,56529.92336
1702-0231,(MW5.2a) LIS-HB..55 thru 57,Tribs (fresh) to Huntington Bay,total length of selected (fresh) tribs to bay,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0231.pdf,680.483427
1702-0137,(MW3.7)  Conn- 6,Mill River and tribs,entire stream and tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0137.pdf,13034.83281
1702-0138,(MW4.1a)  ER/LIS-LNB-21,Trib to Little Neck Bay,total length of selected (fresh) tribs to bay,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0138.html,789.9416674
1702-0143,(MW4.2b) LIS-MB-22 thru 30,Tribs to Manhasset Bay,total length of selected (fresh) tribs to bay,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0143.html,8536.516755
1702-0234,(MW5.3)  LIS- 59 thru 61,Tribs (freshwater) to Long Island Sound,total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0234.html,7498.750041
1701-0174,(MW8.1a) SOB-220,Massapequa Creek and tribs,stream above Massapequa Reservoir,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0174.html,5727.897742
1702-0123,(MW3.3)  LIS- 8 (portion 3),"Mamaroneck River, Upper, and minor tribs",entire stream and selected tribs above Route 1,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0123.html,18262.85849
1701-0100,(MW7.5)  AO-GSB-184,"Swan River, Upper, and tribs",stream and tribs above Swan Lake (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0100.html,3180.947698
1702-0130,(MW3.4)  LIS-11 (portion 2),"Blind Brook, Upper, and tribs",stream and tribs above Cross County Parkway,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0130.html,24717.17283
1702-0113,(MW2.4)  ER-3-P1063-,Kensico Reservoir Tributaries,total length of all tribs to reservoir,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0113.html,27697.21638
1702-0069,(MW3.3)  LIS- 8- 1,Sheldrake River and tribs,stream and tribs from mouth to Upper Larchmont Reserv.,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0069.html,11981.72931
1702-0133,(MW3.6)  LIS-13 (portion 3),"Byram River, Upper, and minor tribs","stream and selected/smaller tribs, above NY-CT line",Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0133.pdf,13995.92136
1702-0135,(MW3.7)  Conn- 1 thru 10 (selected),Minor Tribs to Connecticut,total length of selected tribs entering CT,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0135.pdf,19870.61983
1702-0136,(MW3.7)  Conn- 4,Mianus River and tribs,entire stream and tribs above Mianus Reservoir,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0136.html,39974.38166
1701-0204,(MW8.2a) EB-224 thru 227 (selected),Tribs (fresh) to East Bay,total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0204.html,5775.493261
1701-0261,(MW6.2)  GB..FB-112 (portion 3),"Peconic River, Middle, and tribs",stream and tribs from Peconic Lake to P565a (fresh),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0261.html,4497.559547
1701-0263,(MW6.2)  GB..FB-112-2 thru 3,Tribs to Peconic River,total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0263.pdf,1374.267008
1702-0119,(MW3.2)  LIS- 2 (portion 4),"Hutchinson River, Upper, and tribs",stream and tribs above south end of City Parkway,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0119.pdf,4081.018494
1702-0120,(MW3.2)  LIS- 4 (portion 2),Burling Brook and tribs,entire stream and tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0120.html,369.3102102
1701-0239,(MW6.3e) GB-SIS-SHB-134,Little Northwest Creek and tribs,stream and tribs above tidal waters (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0239.html,3785.451953
0601-0194,SR-188 thru 207 (selected),Minor Tribs to Susquehanna River,"total length of select tribs, Colliers to Cooperstown",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0194.pdf,215725.6455
0602-0002,SR- 44-14 (portion 3),"Tioughnioga River, Upper, and mnr tribs","river select tribs, from Messengerville to Cortland",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0002.html,72760.61396
0602-0003,SR- 44-78,Payne Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0003.html,57441.05665
1104-0186,H-371 thru 390 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, fr Sacandaga to Schroon R",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0186.html,182639.3814
1104-0189,H-391 (portion 2),"Schroon River, Lower, and minor tribs","stream and tribs, from abv Warrensburg to Schroon Lake",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0189.pdf,162205.2584
1104-0190,H-391 (portion 4),"Schroon River, Upper, and tribs","stream and minor tribs, from Schroon Lake to N.Hudson",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0190.html,81947.47921
1104-0191,H-391 (portion 5),"Schroon River, Upper, and tribs",stream and tribs above North Hudson,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0191.html,219771.4372
1104-0192,H-391- 3,"Big Brook, Upper, and tribs",stream and tribs above Warrensburg,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0192.html,14962.52988
1104-0197,H-391-31,Brant Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0197.pdf,2202.862761
1104-0198,H-391-31-P347-,Minor Tribs to Brant Lake,total length of selected tribs to lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0198.pdf,60595.12464
1702-0144,(MW4.3a) LIS-32,East Creek and tribs,stream and tribs above tidal waters (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0144.pdf,1368.583798
1701-0091,(MW7.8)  AO-GSB-205,"Willets Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0091.pdf,2993.948702
1701-0092,(MW7.8)  AO-GSB-198,"Penataquit Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0092.html,3174.417987
1701-0190,(MW1.3)  SI- 6 thru 7e,"Minor Staten Island Tribs, West",total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0190.html,2216.183676
1701-0192,(MW1.3)  SI- 9 thru 16,"Minor Staten Island Tribs, North",total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0192.html,6011.355811
1104-0199,H-391-31-P347- 7,Spuytenduivel Brook and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0199.pdf,53193.8131
1104-0201,H-391-33,Chester Creek and tribs,entire stream and selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0201.html,46448.70473
1104-0202,H-391-33-5,Bolster Creek and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0202.pdf,12311.83311
1104-0210,H-391-P374- 1,"Trout Brook, Lower, and tribs",stream and tribs from mouth to Olmstedville,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0210.pdf,51754.36036
1104-0211,H-391-P374- 1,"Trout Brook, Upper, and tribs",stream and tribs above Olmstedville,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0211.html,94790.52903
1104-0214,H-391-P374- 1- 6,Minerva Stream and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0214.html,124480.6943
1104-0223,H-391-P374-11,Mill Brook and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0223.pdf,54449.85116
1104-0226,H-391..37,Alder Creek and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0226.pdf,32157.01417
0703-0048,Ont  66-11-21,Caughdenoy Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0048.pdf,42327.90308
0403-0074,Ont 117-192,Marsh Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0074.pdf,22409.23805
0404-0020,Ont 117- 66- 8- 2,Bradner Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0020.pdf,92405.20249
0404-0021,Ont 117- 66- 8- 3,Two Mile Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0021.pdf,35589.51432
1701-0221,(MW8.4a) HB-233-P1005-,Tribs to Smith/Halls Ponds,total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0221.html,5329.053132
1701-0225,(MW8.5a) JB-241,"Valley Stream, Upper, and tribs",stream and tribs above trib -3 (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0225.html,4880.185859
1701-0249,(MW6.1d) GB..GPB- 97 thru 104,"Tribs (fresh) to Gr Peconic Bay, Northsh",total length of selected (fresh) tribs to bay,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0249.pdf,3340.989619
1701-0257,(MW6.1e) GB..FB-111,"Sawmill Creek, Upper, and tribs",stream and tribs above LIRR (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0257.pdf,1340.559275
0404-0022,Ont 117- 66-17a,Patterson Gully Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0022.pdf,24609.00685
0404-0023,Ont 117- 66-18,Mud Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0023.pdf,48801.08469
0404-0024,Ont 117- 66-22-1,Little Mill Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0024.pdf,31901.4152
1104-0256,H-419,"North Creek, Lower, and tribs",stream and tribs from mouth to Holcombville,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0256.pdf,9386.313462
0302-0013,Ont  80/P89- 1,Wolcott Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0013.pdf,73143.09039
0302-0014,Ont  78,Red Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0014.html,64523.07869
0302-0016,Ont  86 thru 92 (selected),"Minor Tribs to Lake Ontario, Central","total length of select tribs, Sodus Bay to Pultneyville",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0016.pdf,52671.05901
0302-0018,Ont  73,"Sterling Creek, Lower, and minor tribs","stream and tribs, from mouth to Sterling",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0018.pdf,11044.80897
0302-0022,Ont 108/P113- 3- 8,Allen Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0022.pdf,96250.55478
0302-0023,Ont 108/P113- 3-12,Thomas Creek/White Brook and tribs,"stream and tribs, from mouth to NYS Barge Canal",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0023.html,46145.30529
0902-0040,SL(C)-29,"Salmon River, Lower, and minor tribs","stream and selected tribs, from mouth to Malone",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0040.html,141668.9341
1701-0260,(MW6.2)  GB..FB-112 (portion 2),"Peconic River, Middle, and tribs",stream and tribs from Peconic Ave to Peconic L (fresh),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0260.html,4764.512444
1701-0201,(MW8.1a) SOB-221 thru 223,"Seafords,Seamans Creeks, Upper, and tribs",total length of selected (freshwater) tribs,Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0201.pdf,9160.496907
1701-0097,(MW7.5)  AO-GSB-189,"Brown Creek, Upper, and tribs",stream and tribs above Sayville Mill Pond (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0097.pdf,1854.650922
1701-0098,(MW7.5)  AO-GSB-186,"Tuthills Creek, Upper, and tribs",stream and tribs above West Lake (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1701-0098.pdf,2309.366538
1702-0147,(MW4.3a) LIS-HH-38,"Glen Cove Creek, Upper, and tribs",stream and tribs abv Pratt Park Pond (freshwater),Atlantic-Long Island Sound,https://www.dec.ny.gov/data/WQP/PWL/1702-0147.html,7473.621087
0902-0041,SL(C)-21-P6/P6a-,Tribs to Lower Chateaugay Lake/Narrows,"entire length and tribs, btw Low and Upp Chateaugay Lks",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0041.pdf,51374.88009
0902-0042,SL(C)-32 (portion 3),"St.Regis River, Middle, and minor tribs","stream and select tribs, Winthrop to St.Regis Falls",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0042.pdf,30117.73423
