Segment ID,Waterbody Index Number (WIN),Name,Description,6NYCRR Chapter X Part,Water Quality Class,Basin,Segment Miles,Waterbody Type
1401-0089,D-30,"Beaver Brook, Lower and tribs",stream and tribs from mouth to Toaspern Pond,815,B(T),Delaware River,8.73,Streams
1401-0090,D-30,"Beaver Brook, Upper, and tribs",stream and tribs above Toaspern Pond,815,B(T),Delaware River,30.29,Streams
1401-0098,D-34 thru 36 (selected),Minor Tribs to Delaware River,selected/smaller tribs from Minisink Ford to Tusten,815,B,Delaware River,10.53,Streams
1401-0102,D-37,"Tenmile River, Lower, and minor tribs",stream and selected tribs from mouth to Luxton Lake,815,B(T),Delaware River,6.89,Streams
1401-0103,D-37,"Tenmile River, Upper, and tribs",stream and tribs above Luxton Lake,815,B(T),Delaware River,58.59,Streams
1401-0104,D-37- 2,East Branch Tenmile River and tribs,entire stream and tribs,815,B(T),Delaware River,19.69,Streams
1401-0112,D-38 thru 52 (selected),Minor Tribs to Delaware River,selected/smaller tribs from Tusten to Callicoon,815,C,Delaware River,21.1,Streams
1401-0113,"D-40,41",Narrowsburg tribs,total length of both tribs,815,B(T),Delaware River,6.75,Streams
1401-0115,D-48,Mitchell Pond Brook and tribs,entire stream and tribs,815,C(T),Delaware River,14.83,Streams
1401-0117,D-53-1,"East Br Callicoon, Lower, minor tribs",stream and selected tribs from mouth to Jeffersonville,815,C(T),Delaware River,57.51,Streams
1401-0118,D-53-1,"East Br Callicoon, Upper, minor tribs",stream and selected tribs above Jeffersonville,815,C(T),Delaware River,59.61,Streams
1401-0119,D-53-1- 8,Jaketown Creek and tribs,entire stream and tribs,815,B,Delaware River,26.82,Streams
1401-0126,D-53-2,"North Br Callicoon, Lower, and tribs",stream and tribs from mouth to North Branch,815,C(T),Delaware River,33.7,Streams
1401-0127,D-53-2,"North Br Callicoon, Upper, and tribs",stream and tribs above North Branch,815,C(T),Delaware River,30.47,Streams
1401-0132,D-54 thru 69 (selected),Minor Tribs to Delaware River,selected/smaller tribs from Callicoon to Hancock,815,C,Delaware River,68.36,Streams
1401-0133,D-58,Hankins Creek and tribs,entire stream and tribs,815,C(T),Delaware River,29.07,Streams
1401-0135,D-59,Basket Creek and tribs,entire stream and tribs,815,C(T),Delaware River,49.31,Streams
1401-0142,D-10 (portion 7),East Branch Mongaup River and tribs,stream and selected tribs Middle Branch Mongaup River,815,B,Delaware River,33.09,Streams
1401-0143,D-10-29,Hurleyville Creek and tribs,entire stream and tribs,815,B,Delaware River,14.71,Streams
1402-0005,D- 1-38-3,Kiamesha Creek and minor tribs,entire stream and selected/smaller tribs,815,B,Delaware River,7.55,Streams
1402-0006,D- 1 (portion 2),"Neversink River, Middle, Main Stem",from near Myers Grove to Bridgeville,815,B(T),Delaware River,19.03,Streams
1402-0007,D- 1-P58b-82,East Branch Neversink River and tribs,entire stream and tribs,815,C(T),Delaware River,43.56,Streams
1402-0008,D- 1-P58b-83,West Branch Neversink River and tribs,entire stream and tribs,815,C(T),Delaware River,67.48,Streams
1402-0011,D- 1-P58b-64 thru 75,Neversink Reservoir Tributaries,total length of selected tribs to Neversink Reservoir,815,A(T),Delaware River,43.07,Streams
1402-0020,D- 1 (portion 1),"Neversink River, Lower, Main Stem",from mouth to Basherkill near Myers Grove,815,B,Delaware River,11.36,Streams
1402-0021,D- 1 (portion 3),"Neversink River, Middle, Main Stem",from Bridgeville to Neversink Reservoir,815,B(T),Delaware River,17.41,Streams
1402-0022,D- 1 (portion 5),Upper Neversink River and minor tribs,stream and tribs from trib -77 to East/West Branches,815,B(T),Delaware River,11.3,Streams
1402-0023,D- 1- 1 thru 11 (selected),Minor Tribs to Lower Neversink River,selected/smaller tribs fr mouth to Basherkill,815,C,Delaware River,53.65,Streams
1402-0025,D- 1- 2,Trib to Neversink/Port Jervis W.Supply,stream and tribs above Reservoir 1 (P3),815,AA,Delaware River,5.87,Streams
1402-0032,D- 1-12,"Basher Kill, Lower, and tribs",stream and selected tribs from mouth to Westbrookville,815,C,Delaware River,20.95,Streams
1402-0033,D- 1-12,"Basher Kill, Upper and minor tribs",stream and selected tribs above Westbrookville,855,C,Delaware River,58.38,Streams
1402-0034,D- 1-12- 8,Pine Kill and tribs,entire stream and tribs,815,C,Delaware River,30.83,Streams
1402-0037,D- 1-12-23,Willsey Brook and tribs,entire stream and tribs,815,B(T),Delaware River,11.4,Streams
1402-0039,D- 1-12-25,Gumaer Brook and tribs,entire stream and tribs,815,C(T),Delaware River,17.48,Streams
1402-0040,D- 1-13,Unnamed trib to Neversink,entire stream and tribs,815,B,Delaware River,6.5,Streams
1402-0041,D- 1-13 thru 36 (selected),Minor Tribs to Middle Neversink,total length of sel. tribs fr MyersGrove to Bridgeville,815,C,Delaware River,36.63,Streams
1402-0042,D- 1-22,Bush Kill and tribs,entire stream and tribs,815,B(T),Delaware River,30.98,Streams
1402-0046,"D- 1-34,35,36","Mercer, McKee, Barnum Brooks and tribs",total length of all three tribs,815,B(T),Delaware River,13.47,Streams
1402-0050,D- 1-37 thru 63 (selected),Minor Tribs to Middle Neversink,total length of selected tribs fr Bridgeville to Reserv,815,B,Delaware River,69.92,Streams
1402-0051,D- 1-38,Sheldrake Stream and minor tribs,entire stream and selected/smaller tribs,815,B,Delaware River,22.51,Streams
1402-0052,D- 1-38-3-2,Anawana Brook and tribs,entire stream and tribs,815,B,Delaware River,7.74,Streams
1403-0001,D-70 (portion 1),"East Branch Delaware, Lower, Main Stem",from mouth to East Branch,815,C(T),Delaware River,17.38,Streams
1403-0003,D-70- 2,Cadosia Creek and Tribs,entire stream and tribs,815,C(TS),Delaware River,34.38,Streams
1403-0020,D-70 (portion 5),"East Branch Delaware, Upper, and tribs",entire stream and tribs above Roxbury,815,B(T),Delaware River,23.41,Streams
1403-0023,D-70-20,"Beaver Kill, Upper, and tribs",stream and tribs above Turnwood,815,C(T),Delaware River,49.88,Streams
1403-0024,D-70-20-19,Russell Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,13.12,Streams
1403-0025,D-70-20-25,"Willowemoc Creek, Middle, and tribs",stream and selected tribs fr Livingston Mnr to Debruce,815,C(TS),Delaware River,26.29,Streams
1403-0026,D-70-20-25,"Willowemoc Creek, Upper, and tribs",stream and tribs above Debruce,815,C(TS),Delaware River,67.11,Streams
1403-0029,D-70-20-25- 8,Cattail Brook and tribs,entire stream and tribs,815,B(TS),Delaware River,13.85,Streams
1403-0033,D-70-20-25-11,Sprague Brook and tribs,entire stream and tribs,815,B(T),Delaware River,18.3,Streams
1403-0034,D-70-20-25-15,Mongaup Creek and tribs,entire stream and tribs,815,C(T),Delaware River,23.88,Streams
1403-0036,D-70-31,Campbell Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,15.44,Streams
1403-0039,D-70-63,Mill Brook and tribs,entire stream and tribs,815,A(TS),Delaware River,40.71,Streams
1403-0040,D-70-80,"Bush Kill, Upper, and minor tribs",stream and selected tribs above Fleischmanns,815,B(TS),Delaware River,12.23,Streams
1403-0041,D-70-80- 2,Dry Brook and tribs,entire stream and tribs (except Class AA trib),815,C(TS),Delaware River,47.31,Streams
1403-0042,D-70-80- 2-1,Tributary to Dry Brook,stream above water supply dam,815,AA(T),Delaware River,1.18,Streams
1403-0044,D-70-80-13,Vly Creek and tribs,entire stream and tribs,815,B(TS),Delaware River,31.71,Streams
1403-0045,D-70 (portion 4),"East Branch Delaware, Middle, Main Stem",from Pepacton Reservoir near Margaretville to Roxbury,815,C(TS),Delaware River,13.65,Streams
1403-0048,D-70-15,Fish Creek and tribs,entire stream and tribs,815,C(TS),Delaware River,22.12,Streams
1403-0049,D-70-17,Read Creek and Tributaries,entire stream and tribs,815,C(TS),Delaware River,27.43,Streams
1403-0051,D-70-20,"Beaver Kill, Lower, and tribs",stream and selected tribs from mouth to Roscoe,815,C(T),Delaware River,59.82,Streams
1403-0052,D-70-20,"Beaver Kill, Middle, and tribs",stream and tribs from Roscoe to Turnwood,815,C(T),Delaware River,105.8,Streams
1403-0053,D-70-20- 4,Trout Brook and tribs,entire stream and tribs,815,C(T),Delaware River,33.09,Streams
1403-0059,D-70-20-25,"Willowemoc Creek, Lower, and minor tribs",stream and selected tribs fr mouth to Livingston Manor,815,C(TS),Delaware River,44.69,Streams
1403-0062,D-70-20-25- 9,Little Beaver Kill and minor tribs,entire stream and selected/smaller tribs,815,B(T),Delaware River,55.15,Streams
1403-0064,D-70-20-25- 9-2,"Matawa Lake Outlet, Upper, and tribs",stream and tribs above water supply dam,815,AA,Delaware River,3.77,Streams
1403-0090,D-70-23,Baxter Bk/Harvard Ck and Tributaries,entire stream and tribs,815,C(TS),Delaware River,22.71,Streams
1403-0091,D-70-26,Trout Brook/Shinopple Creek and Tribs,entire stream and tribs,815,C(TS),Delaware River,18.86,Streams
1403-0092,D-70-39,Downs/Gregory Hollow Brook and Tribs,entire stream and tribs,815,C(TS),Delaware River,40.55,Streams
1403-0093,D-70-43 thru 78,Pepacton Reservoir (Minor) Tribs,entire length of selected/smaller tribs to Pepacton Res,815,A,Delaware River,86.28,Streams
1403-0094,D-70-49,Fall Clove Brook and Tribs,entire stream and tribs,815,C(TS),Delaware River,15.92,Streams
1403-0096,D-70-56,Tremper Kill and Tribs,entire stream and tribs,815,A(T),Delaware River,47.22,Streams
1403-0099,D-70-70,Platte Kill and Tribs,entire stream and tribs,815,C(T),Delaware River,44.26,Streams
1403-0100,D-70-80,"Bush Kill, Lower, and minor tribs",stream and selected tribs from mouth to Fleischmanns,815,C(TS),Delaware River,9.76,Streams
1403-0102,D-70-84,Batavia Kill and tribs,entire stream and tribs,815,B(TS),Delaware River,25.5,Streams
1403-0104,D-70-49-3,Terry Clove Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,22.26,Streams
1403-0105,D-70-80- 8,Red Kill and tribs,entire stream and tribs,815,B(TS),Delaware River,13.02,Streams
1403-0106,D-70-80- 2-12,Emory Brook and tribs,entire stream and tribs,815,B,Delaware River,3.33,Streams
1404-0002,D-71 (portion 2),"West Branch Delaware, Lower, Main Stem",from Initial Monument to Cannonsville Dam,815,B(T),Delaware River,13.85,Streams
1404-0003,D-71 (portion 5),"West Branch Delaware, Upper, Main Stem",from Hawleys to Stamford,815,C(T),Delaware River,46.27,Streams
1404-0006,D-71-61-14,"Coulter Brook, Upper, and tribs",stream and tribs above Bovina Center water supply dam,815,AA(T),Delaware River,5.53,Streams
1404-0021,D-71 (portion 4),"West Branch Delaware, Upper, Main Stem",from Cannonsville Reservoir near Beerston to Hawleys,815,B(T),Delaware River,21.93,Streams
1404-0022,D-71- 1,Sands Creek and minor tribs,entire stream and selected/smaller tribs,815,C(TS),Delaware River,29.12,Streams
1404-0023,D-71- 1- 1,Upper Bear Brook and tribs,stream and tribs above water supply dam,815,AA,Delaware River,0.66,Streams
1404-0026,D-71- 2 thru 13 (selected),Minor Tribs to West Branch Delaware,selected/smaller tribs from Hancock to Cannonsville Dam,815,C,Delaware River,24.54,Streams
1404-0027,D-71- 4,Roods Creek and tribs,entire stream and tribs,815,C(TS),Delaware River,15.93,Streams
1404-0031,D-71- 6,Sand Pond Creek and tribs,entire stream and tribs,815,C(T),Delaware River,4.6,Streams
1404-0034,D-71-10,"Oquaga Creek, Lower, and minor trib",stream and selected tribs from mouth to Sanford,815,C(T),Delaware River,14.41,Streams
1404-0035,D-71-10,"Oquaga Creek, Upper, and tribs",stream and tribs above Sanford,815,C(T),Delaware River,59.55,Streams
1404-0036,D-71-10- 6,Fly Creek and tribs,entire stream and tribs,815,B(T),Delaware River,15.19,Streams
1404-0040,D-71-10- 7,Marsh Creek and tribs,entire stream and tribs,815,C(T),Delaware River,13.82,Streams
1404-0043,D-71-11- 1,"Big Hollow Brook, Upper, and tribs",stream and tribs above water supply dam,815,A,Delaware River,6.44,Streams
1404-0045,D-71-12,Cold Spring Creek and minor tribs,entire stream and selected/smaller tribs,815,C(TS),Delaware River,18.79,Streams
1404-0046,D-71-12- 2,East Branch Cold Spring and tribs,entire stream and tribs,815,C(TS),Delaware River,24.77,Streams
1404-0048,D-71-14 thru 32,Minor Tribs to Cannonsville Reservoir,selected/smaller tribs fr Cannonsville Dam to Beerston,815,A,Delaware River,57.17,Streams
1404-0049,D-71-20,"Trout Creek, Lower, and minor tribs",stream and selected tribs from mouth to near Trout Cr,815,A(TS),Delaware River,9.77,Streams
1404-0050,D-71-20,"Trout Creek, Upper, and tribs",stream and tribs in/above Trout Creek,815,C(TS),Delaware River,37.51,Streams
1404-0051,D-71-20- 3,"Loomis Creek, Upper, and tribs",entire stream and tribs,815,C(T),Delaware River,15.78,Streams
1404-0052,D-71-25,"Dryden Brook, Lower, and tribs",stream and tribs from mouth to Finch Hollow,815,A(TS),Delaware River,4.54,Streams
1404-0053,D-71-25,"Dryden Brook, Upper, and tribs",stream and tribs above Finch Hollow,815,C(TS),Delaware River,9.99,Streams
1404-0056,D-71-33 thru 49,Minor Tribs to West Branch Delaware,selected/smaller tribs from Beerston to Hawleys,815,C,Delaware River,46.1,Streams
1404-0058,D-71-38,"West Brook, Main Stem",from mouth to trib -4,815,B(TS),Delaware River,6.61,Streams
1404-0059,D-71-38- 1,"Third Brook, Upper, and tribs",stream and tribs above/including reservoir (P414),815,A,Delaware River,6.2,Streams
1404-0060,D-71-38- 2,"Carrs Brook, Upper and tribs",stream and tribs above/including reservoir (P415),815,A(T),Delaware River,11.43,Streams
1404-0061,D-71-38-,Minor Tribs to West Brook,"selected/smaller tribs, including Upper West Brook",815,C,Delaware River,22.47,Streams
1404-0062,D-71-39,"East Brook, Lower, and tribs",stream and tribs from mouth to Private Road Bridge,815,C(TS),Delaware River,3.21,Streams
1404-0063,D-71-39,"East Brook, Upper, and tribs",stream and tribs above Private Road Bridge,815,A(TS),Delaware River,40.22,Streams
1404-0064,D-71-50 thru 60,Minor Tribs to West Branch Delaware,selected/smaller tribs from Hawley to near Delhi,815,C(T),Delaware River,25.31,Streams
1404-0065,D-71-54,Bagley Brook and minor tribs,entire stream and selected/smaller tribs,815,C(TS),Delaware River,24.73,Streams
1404-0066,D-71-54- 1,Bagley Brook Tributary,stream and tribs above water supply dam,815,AA(T),Delaware River,0.26,Streams
1404-0067,D-71-57,Platner Brook and tribs,entire stream and selected/smaller tribs,815,C(TS),Delaware River,25.34,Streams
1404-0069,D-71-59,Peak Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,13.49,Streams
1404-0070,D-71-61,"Little Delaware, Lower, and minor tribs",stream and selected tribs from mouth to Bovina Center,815,C(T),Delaware River,60.58,Streams
1404-0071,D-71-61,"Little Delaware, Upper, and tribs",stream and tribs above Bovina Center,815,C(TS),Delaware River,22.93,Streams
1404-0076,D-71-62 thru 96,Minor Tribs to West Branch Delaware,selected/smaller tribs in/above Delhi,815,C,Delaware River,61.02,Streams
1404-0077,D-71-63,"Steele Brook, Upper, and tribs",stream and tribs above/including Delhi Reservoir (P430),815,A(TS),Delaware River,8.24,Streams
1404-0077,D-71-63,"Steele Brook, Upper, and tribs",stream and tribs above/including Delhi Reservoir (P430),815,A(TS),Delaware River,8.24,Streams
1404-0079,D-71-65,Falls Creek and tribs,entire stream and tribs,815,C(TS),Delaware River,12.69,Streams
1404-0079,D-71-65,Falls Creek and tribs,entire stream and tribs,815,C(TS),Delaware River,12.69,Streams
1404-0080,D-71-66,Elk Creek and tribs,entire stream and tribs,815,C(TS),Delaware River,22.71,Streams
1404-0080,D-71-66,Elk Creek and tribs,entire stream and tribs,815,C(TS),Delaware River,22.71,Streams
1404-0081,D-71-78,Wright Brook and minor tribs,entire stream and selected/smaller tribs,815,C(T),Delaware River,15.83,Streams
1404-0081,D-71-78,Wright Brook and minor tribs,entire stream and selected/smaller tribs,815,C(T),Delaware River,15.83,Streams
1404-0082,D-71-78-a,Wright Brook Tributary,entire stream and tribs,815,AA,Delaware River,0.86,Streams
1404-0082,D-71-78-a,Wright Brook Tributary,entire stream and tribs,815,AA,Delaware River,0.86,Streams
1404-0083,D-71-83,Rose Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,20.34,Streams
1404-0084,D-71-85,Betty Brook and tribs,entire stream and tribs,815,C(T),Delaware River,12.16,Streams
1404-0084,D-71-85,Betty Brook and tribs,entire stream and tribs,815,C(T),Delaware River,12.16,Streams
1404-0085,D-71-92,Lake Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,11.62,Streams
1404-0085,D-71-92,Lake Brook and tribs,entire stream and tribs,815,C(TS),Delaware River,11.62,Streams
1404-0087,D-71-93,"Town Brook, Lower, and tribs",stream and tribs from mouth to water supply dam,815,C(T),Delaware River,12.67,Streams
1404-0088,D-71-93,"Town Brook, Upper, and tribs",stream and tribs above water supply dam,815,A(T),Delaware River,10.65,Streams
1404-0091,D-71-P453-2-P461-1,Tribs to Utsayantha Lake,entire stream and tribs,815,A,Delaware River,0.73,Streams
1501-0009,NJ- 1/P977a-12,"West Br.Hackensack, Upper, and tribs","stream and tribs, above Centenary",860,C(T),Ramapo River,25.98,Streams
1501-0010,NJ- 1- 4,"Nauraushaun Brook, Lower, and tribs","stream and tribs, from mouth to Nauraushaun",860,A,Ramapo River,0.39,Streams
1501-0011,NJ-11,"Mahwah River, Lower, and tribs","stream and tribs, from state line to Monfebello",860,A,Ramapo River,13.4,Streams
1501-0012,NJ-12,"Ramapo River, Lower, and minor tribs","stream and select tribs, from state line to Tuxedo Park",860,A(T),Ramapo River,34.67,Streams
1501-0014,NJ- 2 thru 4,Minor Tribs to New Jersey,"total length of selected tribs, Pearl River",865,C,Ramapo River,4.07,Streams
1501-0015,NJ- 5,"Pascack Brook and tribs, within NYS",entire stream and tribs,865,C,Ramapo River,16.18,Streams
1501-0026,NJ- 1 (portion 2),"Hackensack River, Lower, and minor tribs","stream and select tribs, from Lake Tappan to West Nyack",865,A,Ramapo River,17.2,Streams
1501-0028,NJ- 1- 4,"Nauraushaun Brook, Upper, and tribs","stream and tribs, above Nauraushaun",865,C(T),Ramapo River,12.26,Streams
