Site_ID,PWL_ID,Segment_Name,Municipality,Site Description,Latitude,Longitude,DEC_Region,Watershed_ID,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present
13-USOP-10.1,1307-0007,Upper Esopus Creek,Shandaken,dot access off rt. 28.,42.09222,-74.33601,3,H-171 (portion 4),T,F,T,T,T,T,T
13-USOP-12.2,1307-0007,Upper Esopus Creek,Shandaken,off rte 28 downstream of portal at island bar us brd.st hollow confl.,42.11341,-74.36185,3,H-171 (portion 4),T,F,T,T,T,T,T
13-USOP-13.2,1307-0011,Upper Esopus Creek,Shandaken,esopus creek at allaben. ny (access via station rd. off fox hollow).,42.11694,-74.38055,3,H-171 (portion 5),T,F,T,T,T,T,T
13-USOP-14.2,1307-0011,Upper Esopus Creek,Shandaken,30 m above rt. 28 bridge.,42.11945,-74.398,3,H-171 (portion 5),T,F,T,T,T,T,T
13-USOP-16.9,1307-0011,Upper Esopus Creek,Shandaken,10 m below county rt. 47 bridge.,42.10417,-74.43666,3,H-171 (portion 5),T,F,T,T,T,T,T
13-USOP-20.7,1307-0011,Upper Esopus Creek,Shandaken,30 m below mckinley hollow rd. bridge.,42.06556,-74.46068,3,H-171 (portion 5),T,F,T,T,T,T,T
13-USOP-21.5,1307-0011,Upper Esopus Creek,Shandaken,downstream of bridge at the alpine inn in oliverea.,42.0545,-74.45748,3,H-171 (portion 5),T,F,T,T,T,T,T
11-UHUD-2.7,1101-0002,Upper Hudson River,Waterford,green buoy 15.,42.7882,-73.67529,5,H,T,T,T,T,T,F,T
11-UHUD-14.7,1101-0043,Upper Hudson River,Stillwater,launch from admiral's marina. buoy 81.,42.93916,-73.64192,5,H,T,F,T,F,F,F,F
11-UHUD-27.5,1101-0043,Upper Hudson River,Saratoga,buoy 147.,43.09806,-73.57388,5,H,T,F,T,T,T,F,T
11-UHUD-32.1,1101-0044,Upper Hudson River,Fort Edward,buoy 189.,43.16249,-73.58257,5,H,T,F,T,F,F,F,F
11-UHUD-39.5,1101-0044,Upper Hudson River,Fort Edward,rogers island; red buoy 228.,43.26261,-73.58411,5,H,T,F,T,F,F,F,F
11-UHUD-39.8,1101-0044,Upper Hudson River,Moreau,400 m below railrd. bridge.,43.26444,-73.59111,5,H,T,F,T,T,T,F,T
11-UHUD-42.5,1101-0044,Upper Hudson River,Kingsbury,above bakers falls.,43.29655,-73.59049,5,H,T,T,T,T,T,F,F
11-UHUD-43.1,1101-0044,Upper Hudson River,Kingsbury,above river st. bridge. cr27.,43.30418,-73.59108,5,H,T,F,T,F,F,F,F
11-UHUD-51.0,1101-0005,Upper Hudson River,Queensbury,400 meters downstream of interstate 87 bridge. big bay rd. penninsula.,43.2638,-73.6729,5,H,F,F,F,T,T,F,T
11-UHUD-64.0,1101-0047,Upper Hudson River,Corinth,40 m from port shore;bet. power lines and spillway.,43.24861,-73.8325,5,H,T,T,T,T,T,F,T
11-UHUD-98.3,1101-0047,Upper Hudson River,Johnsburg,50 m below rte 8 bridge.,43.66167,-73.89861,5,H,T,T,T,T,T,T,T
11-UHUD-267.8,1104-0054,Upper Hudson River,Chester,rte. 28n bridge.,43.70083,-73.9825,5,H,T,T,T,F,F,F,F
11-UHUD-273.0,1104-0054,Upper Hudson River,Minerva,rte 28; 30 m above 13th brook.,43.74528,-74.05833,5,H,T,F,T,T,T,F,F
11-UHUD-284.9,1104-0054,Upper Hudson River,Indian Lake,100 m below emergency run rock at confl w/indian r.,43.82417,-74.19028,5,H,T,F,T,T,T,F,F
11-UHUD-286.0,1104-0054,Upper Hudson River,Minerva,at gooley club house. just before bend.,43.82667,-74.19888,5,H,T,F,T,T,T,F,F
06-LULYK-0.0,0602-0017,Upper Little York Lake,Homer,Access type is DEC ramp. http://www.dec.ny.gov/lyorlkmap.pdf.,42.7033,-76.1558,7,SR- 44-14-60-P67,F,F,F,F,T,F,F
14-UNVR-51.0,1402-0022,Upper Neversink River,Neversink,at hunter rd. bridge.,41.89305,-74.58667,3,D- 1 (portion 5),T,T,T,T,T,T,T
06-PECA-2.5,0601-0189,Upper Peckam Brook,Guilford,junction rd.,42.34366,-75.43123,7,SR-146-1- 1,T,F,T,T,T,T,T
06-PERK-1.2,0602-0169,Upper Perkins Pond Outlet,Otselic,upstream of gorge rd.(be sure to sample correct stream segment).,42.642761,-75.766108,7,SR- 44-14-27-48,T,T,T,T,T,T,T
01-SMOK-8.6,0101-0035,Upper Smoke Creek,Orchard Park,20 m below sr 240.,42.79325,-78.75204,9,E-2,T,F,T,T,T,F,F
06-USSQ-56.0,0601-0040,Upper Susquehanna River,Windsor,walk adj. from rt. 79.,42.03904,-75.6136,7,SR,T,F,F,F,F,T,T
06-USSQ-69.1,0601-0040,Upper Susquehanna River,Colesville,parallel to rt 79. washington st.,42.14273,-75.58769,7,SR,T,F,T,T,T,T,T
06-USSQ-73.9,0601-0040,Upper Susquehanna River,Windsor,300 m above rt. 17 bridge.,42.07361,-75.63667,7,SR,T,F,T,T,T,F,F
06-USSQ-79.0,0601-0040,Upper Susquehanna River,Afton,0.8 miles above rt. 41 bridge.,42.22722,-75.52444,7,SR,T,F,T,T,T,F,F
06-USSQ-99.3,0601-0040,Upper Susquehanna River,Bainbridge,30 m downstream of rt. 206 bridge.,42.29111,-75.47694,7,SR,T,F,T,T,T,T,T
06-USSQ-106.6,0601-0020,Upper Susquehanna River,Otego,100 m above old bridge abutment on river st (dead end).,42.39167,-75.16777,4,SR,T,F,T,F,F,F,F
06-USSQ-109.2,0601-0020,Upper Susquehanna River,Unadilla,at dec fishing access.,42.32056,-75.32584,4,SR,T,F,T,T,T,F,F
06-USSQ-121.9,0601-0020,Upper Susquehanna River,Milford,150 m above bridge on unamed dirt rd. off rt. 7.,42.48472,-74.98916,4,SR,T,F,T,T,T,F,F
06-USSQ-129.5,0601-0020,Upper Susquehanna River,Oneonta,50 m below rte 23 bridge.,42.44889,-75.05166,4,SR,T,F,T,T,T,F,F
06-USSQ-154.7,0601-0041,Upper Susquehanna River,Middlefield,50 m above cr 11c bridge; 10 m above oak cr. confluence.,42.66192,-74.95021,4,SR,T,T,T,T,T,T,T
06-USSQ-155.2,0601-0041,Upper Susquehanna River,Otsego,at phoenix mills cross rd. bridge.,42.66667,-74.94555,4,SR,T,F,T,T,T,T,T
06-USSQ-156.9,0601-0041,Upper Susquehanna River,Otsego,0.2 mi. below stp discharge.,42.68111,-74.93499,4,SR,T,F,T,T,T,F,F
06-USSQ-158.7,0601-0041,Upper Susquehanna River,Middlefield,below susquehanna ave. bridge.,42.69194,-74.92778,4,SR,T,F,T,T,T,F,F
06-USSQ-159.2,0601-0041,Upper Susquehanna River,Otsego,20 m below falls at atwell rd.,42.69361,-74.92139,4,SR,T,F,T,T,T,F,F
13-TINW-6.5,1306-0069,Upper Tin Brook,Montgomery,S Plank rd right after Rabbit Run rd,41.553806,-74.137783,3,H-139-13-33,T,,T,,,T,T
13-TINW-4.5,1306-0069,Upper Tin Brook,Montgomery,S Plank rd on corner of St. Andrews rd,41.558673,-74.15812,3,H-139-13-33,T,,T,,,T,T
17-WILT-0.7,1701-0091,Upper Willetts Creek,Islip,burling st. over foot bridge.,40.70454,-73.30024,1,(MW7.8)  AO-GSB-205,T,F,T,F,F,F,T
17-LUYPK-0.0,1701-0323,Upper Yaphank Lake Deep Hole,Brookhaven,Access type is Public. http://www.dec.ny.gov/outdoor/24204.html.,40.843102,-72.936996,1,(MW7.4)  AO-GSB-177-P856,F,F,F,F,T,F,F
13-VLAT-15.4,1310-0024,Valatie Kill,Nassau,mead rd. 30 m below bridge.,42.56139,-73.57778,4,H-204- 2- 7,T,F,T,T,T,T,T
13-VLAT-15.6,1310-0024,Valatie Kill,Nassau,cr 15.,42.56111,-73.575,4,H-204- 2- 7,F,T,F,F,F,F,F
13-WVLAT-7.0,1310-0003,Valatie Kill,Chatham,wills property.sr 203.,42.474695,-73.63143,4,H-204- 2- 7,F,F,F,F,F,F,F
13-WVLAT-9.8,1310-0003,Valatie Kill,Nassau,st. mary's cemetary. route 203.,42.504249,-73.617668,4,H-204- 2- 7,F,F,F,F,F,F,F
13-WVLAT-10.7,1310-0003,Valatie Kill,Nassau,15 westbrook drive.,42.514357,-73.616638,4,H-204- 2- 7,F,F,F,F,F,F,F
17-VALL-2.2,1701-0225,Valley Stream,Hempstead,end of west fenimore st. (in park).,40.6731,-73.6976,1,(MW8.5a) JB-241,T,T,T,T,T,T,T
01-VBUR-0.4,0105-0015,Van  Buren Bay Creek,Pomfret,150 m below van buren rd. crossing.,42.44742,-79.40407,9,E-41,T,T,T,T,T,T,T
07-VANB-0.1,0702-0030,Van Benthuysen Creek,Otisco,At route 124 / Otisco Valley road crossing.,42.89445,-76.30191,7,Ont  66-12-12-P154- 6-P175-,T,,T,,,T,T
04-VCAM-0.4,0403-0025,Van Campen Creek,Amity,10 m above rt. 19 bridge.,42.25177,-78.05797,9,ONT-117-164,T,T,T,T,T,T,T
12-VAND-0.3,1201-0127,Van Deusen Brook,Cherry Valley,10 m below mill rd. bridge.,42.83722,-74.68693,4,H-240-112-19,T,F,T,T,T,F,F
12-VAND-1.0,1201-0127,Van Deusen Brook,Cherry Valley,10 m above barringer rd. bridge.,42.83306,-74.69499,4,H-240-112-19,T,F,T,T,T,F,F
09-VREN-1.1,0904-0019,Van Rensselaer Creek,Pierrepont,10 m below rte. 91 bridge.,44.50056,-75.05166,6,SL-2-22-19,T,T,T,T,T,T,T
12-VWIE-0.3,1201-0122,Van Wie Creek,Glen,above sr 5s bridge with confluence of allston ck.,42.9239,-74.4226,5,H-240-93,T,F,T,T,T,T,T
13-VDER-2.4,1301-0272,Vanderhaden Creek,Brunswick,at bridge on lake avenue.,42.757,-73.65,4,H-238,T,F,T,T,T,T,T
04-VANM-1.3,0403-0011,Vandermark Creek,Scio,20 m upstream of cr 10 bridge.,42.16775,-77.95762,9,ONT-117-176,T,F,T,T,T,T,T
04-VANM-8.2,0403-0011,Vandermark Creek,Ward,cr 10 just before dec.,42.22302,-77.8727,9,ONT-117-176,T,T,T,T,T,T,T
11-WACK-3.8,1104-0261,Vanderwhacker Brook,Minerva,5 m above rte 28 bridge.,43.91861,-74.02194,5,H-438-19,T,F,T,T,T,T,T
07-VENE-0.4,0706-0010,Veness Brook,Fleming,Veness Brook at Oltz Residence,42.886,-76.548,7,Ont  66-12-43-P212-,T,T,T,F,F,F,F
07-VENE-1.5,0706-0010,Veness Brook,Fleming,downstream of silver street rd. bridge.,42.880164,-76.56232,7,Ont  66-12-43-P212-,T,T,T,T,T,T,T
12-VRKL-0.1,1201-0226,Verf Kill,Glenville,Upstream of AmsteRdam Rd.,42.886726,-74.052164,4,H-240- 30 thru 50,T,T,T,F,F,T,T
13-VERK-0.5,1306-0054,Verkeerder Kill,Shawangunk,just above ulsterville rd. bridge.,41.6075,-74.3325,3,H-139-13-19-10,T,F,T,F,F,F,F
13-VERK-2.9,1306-0054,Verkeerder Kill,Shawangunk,sinsabaugh rd.,41.628,-74.331,3,H-139-13-19-10,T,T,T,T,T,T,F
13-NOOY-1.0,1306-0089,Vernooy Kill,Wawarsing,at rte 209 bridge.,41.75778,-74.3586,3,H-139-14 (portion 2),T,F,T,F,F,F,F
08-ADKS_39-0.3,0801-0237,Vincent Brook,Ohio,off farr rd.,43.45667,-75.00417,6,ONT-19-119-4a,T,F,T,T,T,F,F
07-VIRG-0.8,0705-0057,Virgil Creek,Dryden,above johnson rd. bridge.,42.50583,-76.35,7,ONT-66-12-P296-74-16,T,F,T,T,T,F,F
07-VIRG-3.5,0705-0057,Virgil Creek,Dryden,below springhouse rd. bridge.,42.49389,-76.31333,7,ONT-66-12-P296-74-16,T,F,T,T,T,F,F
07-VIRG-4.0,0705-0057,Virgil Creek,Dryden,30 meters downstream of sr 13 bridge.,42.49055,-76.30639,7,ONT-66-12-P296-74-16,T,F,T,T,T,F,F
07-VIRG-4.9,0705-0057,Virgil Creek,Dryden,below lake rd. bridge.,42.48472,-76.2925,7,ONT-66-12-P296-74-16,T,F,T,T,T,F,F
07-VIRG-6.2,0705-0057,Virgil Creek,Dryden,above southworth rd. bridge.,42.47417,-76.27306,7,ONT-66-12-P296-74-16,T,F,T,T,T,F,F
07-VIRG-11.5,0705-0057,Virgil Creek,Virgil,above owego hill rd. bridge.,42.50195,-76.20332,7,ONT-66-12-P296-74-16,T,F,T,T,T,F,F
13-VLOK-0.2,1301-0241,Vlockie Kill,Schodack,100 m above rte 9j bridge.,42.525,-73.75749,4,H-218,T,F,T,T,T,F,F
13-WVLOK-5.8,1301-0241,Vlockie Kill,Schodack,shuffelt rd.,42.5201,-73.67189,4,H-218,F,F,F,F,F,F,F
13-VLOM-0.9,1301-0239,Vloman Kill,Bethlehem,100 m below rt. 144 bridge.,42.54778,-73.76888,4,H-217,T,F,T,T,T,F,T
13-VLOM-14.7,1301-0240,Vloman Kill,New Scotland,60 m off bluebird way.,42.612528,-73.897138,4,H-217,T,F,T,T,T,F,F
13-VLOM-14.8,1301-0240,Vloman Kill,New Scotland,50 m off bluebird way.,42.612855,-73.89807,4,H-217,T,F,T,T,T,F,F
13-VLOM-16.2,1301-0240,Vloman Kill,New Scotland,35 m below sr 85.,42.630098,-73.90852,4,H-217,T,F,T,T,T,F,F
13-VLY4-0.1,1311-0021,Vly Creek,New Scotland,100 m below covered bridge on priv.rd. off normans kill rd.,42.66583,-73.895,4,H-221- 4- 7,T,F,T,T,T,F,F
13-VLY4-2.1,1311-0021,Vly Creek,New Scotland,upstream of state farm rd. (sr 155).,42.655647,-73.91748,4,H-221- 4- 7,T,F,T,T,T,F,T
13-VLYK-0.8,1309-0016,Vly Creek,Catskill,10 m below mt. turnpike rd.,42.2046,-73.97439,4,H-193- 2-18,T,F,T,T,T,F,F
13-WVLYK-0.8,1309-0016,Vly Creek,Catskill,10 m below mt. turnpike rd.,42.2047,-73.97455,4,H-193- 2-18,F,F,F,F,F,F,F
14-VLY-0.2,1403-0044,Vly Creek,Middletown,50 m above mill st. bridge.,42.15556,-74.52611,4,D-70-80-13,T,F,T,T,T,F,F
14-VLY-0.5,1403-0044,Vly Creek,Middletown,200 m below lake switzerland dam.,42.15639,-74.5225,4,D-70-80-13,T,F,T,T,T,T,T
14-VLY-1.1,1403-0044,Vly Creek,Middletown,halcott rd.; 0.1 mi. above lake switzerland.,42.165,-74.52084,4,D-70-80-13,T,F,T,T,T,F,F
14-WVLY-0.6,1403-0044,Vly Creek,Middletown,behind fleishmann's community church.,42.158281,-74.5208,4,D-70-80-13,F,F,F,F,F,F,F
03-LONT_T74_1-0.1,0302-0052,Voights Creek,Sterling,S fancher st bridge; may be dry.,43.314621,-76.705162,7,Ont  71a thru 79 (selected),T,F,F,F,F,F,F
13-LWCBC-0.0,1302-0140,Waccabuc Lake,Lewisboro,"Access type is Private. need lake resident access, but very likely (contacts available).",41.297699,-73.584099,3,H- 31-P44-35-P109- 6-P117,F,F,F,F,T,F,F
07-WAGG-0.1,0705-0092,Wagener Glen,Pulteney,west lake rd.,42.531,-77.153,8,Ont  66-12-P369-115-P388-37 thru 61,T,T,T,F,F,T,T
11-ADKS12_113-0.8,1104-0191,Walker Brook,North Hudson,west off adk northway 0.17 miles at coordinates 44.000103 / -73.718485.,44.001389,-73.721389,5,H-391-54,T,F,F,T,T,T,T
13-LRNC_52-3.2,1306-0027,Wallkill River,Esopus,access via pull-off on rte. 32.,41.81556,-74.05722,3,H-139-13 (portion 2),F,F,F,F,F,F,F
13-WALK-0.7,1306-0037,Wallkill River,Rosendale,sturgeon pool deep hole.,41.847051,-74.043821,3,H-139-13 (portion 1)/P453a,T,T,T,F,F,F,T
13-WALK-0.8,1306-0037,Wallkill River,Esopus,at shoreline of sturgeon pool. closest may be off sr 213.,41.847901,-74.037178,3,H-139-13 (portion 1)/P453a,T,T,T,F,F,F,T
13-WALK-2.1,1306-0027,Wallkill River,Rosendale,off sr 213. near dashville.,41.825296,-74.047202,3,H-139-13 (portion 2),T,T,T,T,T,T,T
13-WALK-9.8,1306-0027,Wallkill River,Lloyd,(multiplate) upstream of new paltz golf course. boat launch upstream of rte 209 at 41.743779 / -74.092916.,41.765737,-74.092973,3,H-139-13 (portion 2),T,T,T,T,T,F,T
13-WALK-13.3,1306-0027,Wallkill River,New Paltz,libertyville rd.(cr 7). 2 mi. above rt. 299 bridge.,41.73004,-74.109888,3,H-139-13 (portion 2),T,F,T,T,T,T,T
13-WALK-15.0,1306-0040,Wallkill River,Gardiner,200 meters east off albany post rd./county rte 7 at coordinates 41.718401 / -74.151538.,41.72124,-74.132787,3,H-139-13- 3 thru 18,T,T,T,T,T,T,T
13-WALK-18.6,1306-0027,Wallkill River,Gardiner,at rt 55 bridge.,41.687831,-74.1657,3,H-139-13 (portion 2),F,T,F,F,F,F,F
13-WALK-19.0,1306-0045,Wallkill River,Gardiner,lazy river campground-20 m above shawangunk confl.,41.68306,-74.16444,3,H-139-13-19,T,T,T,T,T,T,T
13-WALK-22.8,1306-0038,Wallkill River,Shawangunk,10 m above bridge.,41.635,-74.18889,3,H-139-13 (portion 3),T,T,T,T,T,T,T
13-WALK-26.9,1306-0038,Wallkill River,Montgomery,downstream of tin brook. sr 208.,41.5763,-74.19071,3,H-139-13 (portion 3),T,T,T,T,T,T,T
13-WALK-27.8,1306-0038,Wallkill River,Montgomery,50 m below oak st. bridge.,41.56417,-74.19389,3,H-139-13 (portion 3),T,F,T,T,T,T,T
13-WALK-29.9,1306-0038,Wallkill River,Montgomery,access via park on farm meadow lane.,41.54217,-74.20946,3,H-139-13 (portion 3),T,T,T,T,T,T,T
13-WALK-31.9,1306-0038,Wallkill River,Montgomery,200 m below rt. 17k bridge.,41.52861,-74.235,3,H-139-13 (portion 3),T,F,T,T,T,F,F
13-WALK-33.2,1306-0038,Wallkill River,Montgomery,prior to entering village of montgomery.,41.523183,-74.251717,3,H-139-13 (portion 3),T,F,F,T,T,T,F
13-WALK-35.6,1306-0038,Wallkill River,Montgomery,20 m below rt. 211 bridge.,41.5025,-74.26334,3,H-139-13 (portion 3),T,T,T,T,T,T,T
13-WALK-42.4,1306-0038,Wallkill River,Hamptonburgh,100 m above scotchtown rd. bridge.,41.44917,-74.33361,3,H-139-13 (portion 3),T,F,T,T,T,T,T
13-WALK-44.4,1306-0038,Wallkill River,Wallkill,at midway rd. bridge.,41.438788,-74.365652,3,H-139-13 (portion 3),T,T,T,T,T,T,T
13-WALK-46.6,1306-0017,Wallkill River,Goshen,at echo lake rd. bridge.,41.41222,-74.37805,3,H-139-13 (portion 4),T,T,T,T,T,T,T
13-WALK-49.7,1306-0017,Wallkill River,Wawayanda,at bridge.,41.38083,-74.41333,3,H-139-13 (portion 4),T,F,T,T,T,T,T
13-WALK-55.4,1306-0017,Wallkill River,Warwick,at pine island rd. bridge.,41.31472,-74.49028,3,H-139-13 (portion 4),T,F,T,T,T,F,F
13-WALK-60.1,1306-0017,Wallkill River,Warwick,oil city rd. at usfws wildlife refuge (before 2017. samples were taken 0.4 miles off state line rd. on farm rd.).,41.29083,-74.53056,3,H-139-13 (portion 4),T,T,T,T,T,T,T
13-WALK-11.4,1306-0027,Wallkill River,Lloyd,DEC Fishing access on Plains Rd,41.743152,-74.093074,3,H-139-13 (portion 2),T,,T,,,,T
11-WALL-1.5,1102-0001,Walloomsac River,Hoosick,100 m above rt. 22 bridge.,42.92611,-73.34361,4,H-264-23,T,F,T,T,T,T,T
11-WALL-6.2,1102-0001,Walloomsac River,Hoosick,50 m above cottrell rd. bridge.,42.93945,-73.285,4,H-264-23,T,T,T,T,T,T,T
11-WALL-9.2,1102-0001,Walloomsac River,North Bennington (VT),off river rd. 0.5 miles below bennington stp.,42.91806,-73.26778,0,H-264-23,T,F,T,T,T,F,F
11-WALL-9.9,1102-0001,Walloomsac River,North Bennington (VT),30 m below henry bridge. orebed and harrington rds.,42.91222,-73.25472,0,H-264-23,T,F,T,T,T,F,F
01-WLNT-0.1,0105-0006,Walnut Creek,Hanover,100 m below rt. 5 bridge.,42.54562,-79.16882,9,E-25-1,T,T,T,T,T,T,T
01-WLNT-8.2,0105-0013,Walnut Creek,Hanover,20 m downstream of rte 39 bridge.,42.46848,-79.18062,9,E-25-1,T,T,T,T,T,T,T
17-WAMP-2.0,1702-0057,Wampus River,North Castle,just off of hard left bend on rte 128. heading n.,41.14021,-73.71034,3,(MW3.6)  LIS-13-11,T,F,T,T,T,T,T
06-WAPA-0.5,0603-0026,Wappasening Creek,Nichols,120 m above river rd. (cr 502) bridge.,42.01972,-76.36195,7,SR-11,T,F,T,T,T,F,F
13-WAPP-5.0,1306-0061,Wappinger Creek,Wappinger,100 m above jackson rd. bridge.,41.62556,-73.8925,3,H-139-13-20 thru 53,T,T,T,T,T,T,F
13-WAPP-10.7,1305-0013,Wappinger Creek,La Grange,100 m below rte. 55 bridge.,41.68361,-73.86666,3,H-101 (portion 3),T,T,T,T,T,T,F
13-WAPP-11.9,1305-0013,Wappinger Creek,La Grange,100 m above de garmo rd. bridge.,41.69944,-73.86472,3,H-101 (portion 3),T,F,T,T,T,F,F
13-WAPP-15.9,1305-0013,Wappinger Creek,Pleasant Valley,behind town hall.,41.74194,-73.82861,3,H-101 (portion 3),T,T,T,T,T,T,F
13-WAPP-21.8,1305-0014,Wappinger Creek,Pleasant Valley,hibernia rd.,41.80389,-73.7825,3,H-101 (portion 4),T,F,T,T,T,T,F
13-WAPP-29.2,1305-0014,Wappinger Creek,Stanford,50 m above depot lane bridge.,41.86917,-73.71415,3,H-101 (portion 4),T,T,T,T,T,T,F
13-WWAPP-15.9,1305-0013,Wappinger Creek,Pleasant Valley,pleasant valley town rec park.,41.740924,-73.827412,3,H-101 (portion 3),F,F,F,F,F,F,F
13-WAPP-1.9,1305-0012,Wappingers Creek,Wappinger,at creek rd. bridge.,41.5988,-73.925,3,H-101 (portion 1),F,T,F,F,F,F,F
09-WARD-2.7,0903-0162,Ward Brook,Harrietstown,upstream of bridge on footpath.,44.185,-74.1844,5,SL-1-133-P202-5,T,F,T,F,F,F,F
15-WARI-0.9,1501-0036,Warwick Brook,Tuxedo,off warwick brook rd.,41.22191,-74.197913,3,NJ-12,T,F,T,T,T,T,T
12-WWASH-2.1,1201-0226,Washout Creek,Glenville,sanders rd.,42.8922,-74.0219,4,H-240- 30 thru 50,F,F,F,F,F,F,F
16-WASS-1.2,1601-0024,Wassaic Creek,Amenia,100 m above co.rte 81.,41.795,-73.5525,3,Conn 15-11,T,T,T,T,T,T,T
07-WHOS-0.3,0701-0026,Waterhouse Creek,Fulton,fremont rd. bridge; 10 m below.,43.33278,-76.41417,7,ONT-66-4,T,T,T,T,T,F,F
01-WATM-0.3,0104-0074,Waterman Brook,Otto,10 m below north otto rd. bridge.,42.44569,-78.82674,9,E-23-21,T,F,F,T,T,F,F
05-WATS-0.1,0503-0010,Watson Creek,Lindley,kuhl rd. to end (bridge out).,42.01697,-77.12717,8,PA-3-57-18,T,F,T,T,T,F,F
13-WAWA-4.5,1306-0079,Wawayanda Creek,Warwick,15 m below ryerson rd. bridge.,41.23833,-74.41804,3,H-139-13-61- 9,T,T,T,T,T,T,T
13-WAWA-5.2,1306-0079,Wawayanda Creek,Warwick,at covered bridge rd. bridge.,41.24167,-74.40971,3,H-139-13-61- 9,T,F,T,T,T,F,F
13-WAWA-7.2,1306-0079,Wawayanda Creek,Warwick,5 m below sanfordville rd. bridge.,41.25083,-74.39111,3,H-139-13-61- 9,T,F,T,T,T,F,F
13-WAWA-8.0,1306-0079,Wawayanda Creek,Warwick,50 m below pelton rd. bridge. below stp.,41.25083,-74.38111,3,H-139-13-61- 9,T,F,T,T,T,F,F
13-WAWA-9.2,1306-0079,Wawayanda Creek,Warwick,40 m above river st. bridge.,41.25389,-74.36666,3,H-139-13-61- 9,T,F,T,T,T,F,F
13-WAWA-11.8,1306-0015,Wawayanda Creek,Warwick,2 m below wisner rd. bridge.,41.26917,-74.32778,3,H-139-13-61- 9,T,F,T,T,T,F,F
13-WAWA-13.3,1306-0015,Wawayanda Creek,Warwick,above state school rd. bridge.,41.27889,-74.30556,3,H-139-13-61- 9,T,F,T,T,T,F,F
02-WAYM-0.3,0201-0063,Waymans Brook,Portville,martin rd. bridge.,42.05028,-78.36639,9,PA-53-60,T,F,T,T,T,F,F
13-WWAWA-7.8,1306-0079,Waywayanda Creek,Warwick,near warwick hs.,41.250433,-74.38411,3,H-139-13-61- 9,F,F,F,F,F,F,F
16-WEBA-0.1,1601-0026,Webatuck Creek,Amenia,10 m above sinpatch rd. bridge.,41.78083,-73.55527,3,Conn 15-12,T,F,T,T,T,F,F
16-WEBA-10.7,1601-0026,Webatuck Creek,Amenia,50 m above amenia union rd. bridge.,41.85667,-73.51444,3,Conn 15-12,T,F,T,T,T,F,F
16-WEBA-23.3,1601-0026,Webatuck Creek,Northeast,rudd pond rd.,41.9936,-73.5126,3,Conn 15-12,F,F,F,F,F,F,F
16-WWEBA-10.7,1601-0026,Webatuck Creek,Amenia,cr2 bridge.,41.856585,-73.514513,3,Conn 15-12,F,F,F,F,F,F,F
16-WWEBA-12.0,1601-0026,Webatuck Creek,Amenia,on ny line. sr 343.,41.86772,-73.50186,3,Conn 15-12,F,F,F,F,F,F,F
16-WWEBA-19.3,1601-0026,Webatuck Creek,Northeast,on rail trail.,41.94851,-73.51093,3,Conn 15-12,F,F,F,F,F,F,F
15-LWEWA-0.0,1501-0050,Wee Wah Lake,Tuxedo,,41.215,-74.196,3,NJ-12-15-P1007,F,F,F,F,T,F,F
14-LWEID-0.0,1401-0107,Weiden Pond (swamp Pond),Tusten,,41.58822,-74.98752,3,D-37- 2-P211,F,F,F,F,T,F,F
13-BEER_W-0.2,1306-0117,West Beer Kill,Wawarsing,25 m above where old greenfield rd. goes under rt 52.,41.72528,-74.41556,3,H-139-14-38- 3- 1,T,T,T,T,T,T,F
11-WBLA-0.9,1103-0017,West Black Creek,Hebron,cr 30. 5 m above bridge.,43.23972,-73.37972,5,H-301-20-7,T,F,T,T,T,T,T
10-SABL_W-0.2,1004-0042,West Branch Ausable River,Black Brook,100 m below rt. 9n bridge.,44.44139,-73.67693,5,C- 25-26,T,F,T,T,T,T,T
10-SABL_W-0.3,1004-0042,West Branch Ausable River,Black Brook,hike in from saw mill rd.,44.4422,-73.68049,5,C- 25-26,T,F,F,F,F,T,F
10-SABL_W-8.0,1004-0042,West Branch Ausable River,Wilmington,50 m above haselton bridge.,44.404,-73.783,5,C- 25-26,T,F,T,T,T,T,T
10-SABL_W-9.9,1004-0013,West Branch Ausable River,Wilmington,mainstem; low salt; ds of dam; catches whole area.,44.38873,-73.8178,5,C- 25-26,T,F,T,T,T,T,T
10-SABL_W-10.3,1004-0013,West Branch Ausable River,Wilmington,above sr 86 bridge. river sample 6; low salt.,44.388731,-73.8178,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W-12.9,1004-0013,West Branch Ausable River,Wilmington,above rte. 86 bridge at the flume fall.,44.365,-73.84389,5,C- 25-26,T,T,T,T,T,F,T
10-SABL_W-14.2,1004-0013,West Branch Ausable River,Wilmington,150 m above bridge off rte. 86.,44.35139,-73.86222,5,C- 25-26,T,F,T,T,T,F,F
10-SABL_W-15.1,1004-0013,West Branch Ausable River,Wilmington,100 m north of sr 86. river sample 4; low salt.,44.347661,-73.878711,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W-16.8,1004-0013,West Branch Ausable River,North Elba,opposite winch pond trailhead; rte. 86.,44.33389,-73.90221,5,C- 25-26,T,F,T,T,T,F,F
10-SABL_W-17.8,1004-0013,West Branch Ausable River,North Elba,rt 86. 100 m above owen pond outlet confluence.,44.32222,-73.9136,5,C- 25-26,T,F,T,T,T,F,F
